Time Stamp,Voltage,Current,Temperature,Capacity
2018-11-13 19:44:00,3.24099,0.0,10.72617,0.0
2018-11-13 19:45:00,3.24166,0.0,13.77577,0.0
2018-11-13 19:46:00,3.242,0.0,17.14084,0.0
2018-11-13 19:47:00,3.24234,0.0,20.2956,0.0
2018-11-13 19:48:00,3.24268,0.0,21.87297,0.0
2018-11-13 19:49:00,3.24318,0.0,21.13686,0.0
2018-11-13 19:50:00,3.24419,0.0,21.03171,0.0
2018-11-13 19:51:00,3.24504,0.0,21.24202,0.0
2018-11-13 19:52:00,3.24605,0.0,21.97813,0.0
2018-11-13 19:53:00,3.24689,0.0,22.60908,0.0
2018-11-13 19:54:00,3.24773,0.0,23.24004,0.0
2018-11-13 19:55:00,3.24841,0.0,23.24004,0.0
2018-11-13 19:56:00,3.24925,0.0,23.24004,0.0
2018-11-13 19:57:00,3.25009,0.0,23.13488,0.0
2018-11-13 19:58:00,3.25094,0.0,23.24004,0.0
2018-11-13 19:59:00,3.25161,0.0,23.34519,0.0
2018-11-13 20:00:00,3.25228,0.0,23.45035,0.0
2018-11-13 20:01:00,3.25296,0.0,23.55551,0.0
2018-11-13 20:02:00,3.25363,0.0,23.55551,0.0
2018-11-13 20:03:00,3.25414,0.0,23.55551,0.0
2018-11-13 20:04:00,3.25481,0.0,23.45035,0.0
2018-11-13 20:05:00,3.25532,0.0,23.66067,0.0
2018-11-13 20:06:00,3.25599,0.0,23.66067,0.0
2018-11-13 20:07:00,3.2565,0.0,23.55551,0.0
2018-11-13 20:08:00,3.257,0.0,23.66067,0.0
2018-11-13 20:09:00,3.25751,0.0,23.66067,0.0
2018-11-13 20:10:00,3.25785,0.0,23.66067,0.0
2018-11-13 20:11:00,3.25835,0.0,23.66067,0.0
2018-11-13 20:12:00,3.25886,0.0,23.66067,0.0
2018-11-13 20:13:00,3.2592,0.0,23.66067,0.0
2018-11-13 20:14:00,3.2597,0.0,23.66067,0.0
2018-11-13 20:15:00,3.26004,0.0,23.66067,0.0
2018-11-13 20:16:00,3.26054,0.0,23.76583,0.0
2018-11-13 20:17:00,3.26088,0.0,23.76583,0.0
2018-11-13 20:18:00,3.26122,0.0,23.66067,0.0
2018-11-13 20:19:00,3.26156,0.0,23.66067,0.0
2018-11-13 20:20:00,3.26189,0.0,23.76583,0.0
2018-11-13 20:21:00,3.26223,0.0,23.76583,0.0
2018-11-13 20:22:00,3.26257,0.0,23.76583,0.0
2018-11-13 20:23:00,3.2629,0.0,23.76583,0.0
2018-11-13 20:24:00,3.26324,0.0,23.66067,0.0
2018-11-13 20:25:00,3.26358,0.0,23.76583,0.0
2018-11-13 20:26:00,3.26375,0.0,23.66067,0.0
2018-11-13 20:27:00,3.26408,0.0,23.76583,0.0
2018-11-13 20:28:00,3.26442,0.0,23.66067,0.0
2018-11-13 20:29:00,3.26459,0.0,23.66067,0.0
2018-11-13 20:30:00,3.26493,0.0,23.66067,0.0
2018-11-13 20:31:00,3.26526,0.0,23.66067,0.0
2018-11-13 20:32:00,3.26543,0.0,23.76583,0.0
2018-11-13 20:33:00,3.26577,0.0,23.76583,0.0
2018-11-13 20:34:00,3.26594,0.0,23.76583,0.0
2018-11-13 20:35:00,3.26627,0.0,23.76583,0.0
2018-11-13 20:36:00,3.26644,0.0,23.76583,0.0
2018-11-13 20:37:00,3.26661,0.0,23.66067,0.0
2018-11-13 20:38:00,3.26695,0.0,23.66067,0.0
2018-11-13 20:39:00,3.26712,0.0,23.66067,0.0
2018-11-13 20:40:00,3.26745,0.0,23.76583,0.0
2018-11-13 20:41:00,3.26762,0.0,23.76583,0.0
2018-11-13 20:42:00,3.26779,0.0,23.76583,0.0
2018-11-13 20:43:00,3.26796,0.0,23.66067,0.0
2018-11-13 20:44:00,3.50699,2.99853,23.76583,0.04995
2018-11-13 20:45:00,3.55334,2.99853,23.87099,0.09992
2018-11-13 20:46:00,3.57896,2.99853,23.97615,0.1499
2018-11-13 20:47:00,3.60307,2.99853,23.97615,0.19987
2018-11-13 20:48:00,3.62481,2.99853,24.0813,0.24985
2018-11-13 20:49:00,3.6447,2.99853,24.18646,0.29983
2018-11-13 20:50:00,3.66308,2.99853,24.29162,0.34981
2018-11-13 20:51:00,3.67926,2.99853,24.39678,0.39978
2018-11-13 20:52:00,3.69257,2.99853,24.39678,0.44977
2018-11-13 20:53:00,3.70454,2.99853,24.39678,0.49974
2018-11-13 20:54:00,3.71668,2.99853,24.50194,0.54972
2018-11-13 20:55:00,3.72966,2.99853,24.39678,0.5997
2018-11-13 20:56:00,3.74298,2.99853,24.50194,0.64968
2018-11-13 20:57:00,3.75663,2.99853,24.50194,0.69965
2018-11-13 20:58:00,3.76995,2.99853,24.6071,0.74963
2018-11-13 20:59:00,3.78309,2.99853,24.6071,0.79961
2018-11-13 21:00:00,3.79692,2.99853,24.6071,0.84958
2018-11-13 21:01:00,3.81158,2.99853,24.50194,0.89956
2018-11-13 21:02:00,3.82759,2.99853,24.6071,0.94954
